device_id,gender,age,group
2476086426996130000,M,23,M23-26
-3557172811512020000,F,38,F33-42
7167714749972700000,F,38,F33-42
-5064216734951410000,F,30,F29-32
6513355763310000000,F,34,F33-42
-5468222756514840000,M,42,M39+
-8266171454133190000,M,63,M39+
1878472193956990000,F,32,F29-32
-2238769991481660000,M,43,M39+
8577902812989620000,M,43,M39+
3334227616019140000,M,43,M39+
6966898582299260000,M,43,M39+
8316288324710760000,M,43,M39+
3990727259058760000,M,43,M39+
4060986096351950000,M,43,M39+
-2235857418454340000,M,26,M23-26
6996624532747950000,M,30,M29-31
575349983781299000,M,29,M29-31
-2303874471494110000,M,29,M29-31
8859306245914380000,M,29,M29-31
-1346542363569040000,F,25,F24-26
4089433360063090000,M,17,M22-
7849517262422270000,M,31,M29-31
-2031766556267410000,M,35,M32-38
-7969104947599950000,F,20,F23-
5317450877458310000,F,49,F43+
3129287959678310000,M,30,M29-31
-9220830859283100000,M,19,M22-
-9191668345194500000,F,47,F43+
-2658161207256120000,F,33,F33-42
5135404911339400000,M,25,M23-26
1536824256568680000,M,26,M23-26
2951841912442360000,M,25,M23-26
3545566728831910000,M,30,M29-31
2000427507893470000,M,22,M22-
-7466797166065640000,M,25,M23-26
3276362480004780000,M,18,M22-
6649053534144990000,M,40,M39+
-2373380741267280000,M,50,M39+
2466275794871570000,F,26,F24-26
-5940136180682780000,M,46,M39+
-5274951153008490000,M,53,M39+
-4295600645974110000,M,21,M22-
9175373946795820000,M,29,M29-31
-4329102171179170000,M,35,M32-38
-5883671801624220000,M,35,M32-38
-8322799325121030000,M,35,M32-38
-2043524936220090000,M,35,M32-38
6590512894649620000,M,53,M39+
5028305782838160000,M,33,M32-38
-9149740225259040000,M,20,M22-
8212211709847240000,M,25,M23-26
-231345657957279000,M,25,M23-26
-8750195574671930000,F,41,F33-42
3315648601928230000,M,38,M32-38
-3650056288552360000,F,27,F27-28
8877581865223350000,F,25,F24-26
3892970053268680000,M,27,M27-28
-3168422380006790000,M,22,M22-
-5366332516353630000,M,22,M22-
4956076475066740000,M,34,M32-38
-8670594180927110000,F,32,F29-32
-5289146438555870000,M,30,M29-31
-1178332696317580000,M,30,M29-31
-7330857018691940000,F,34,F33-42
7347558201765980000,F,30,F29-32
-3140086551575580000,M,37,M32-38
1697937837061440000,M,39,M39+
-2705409866113320000,M,27,M27-28
-7460202021130190000,F,21,F23-
-1125382741137660000,M,28,M27-28
-7074191069267670000,F,43,F43+
-2697371839779400000,M,38,M32-38
1448152571260340000,M,27,M27-28
7343428440090720000,M,21,M22-
-5170032797619630000,M,21,M22-
-3598361997813340000,F,27,F27-28
1489389868092410000,F,26,F24-26
-8412014160916030000,M,38,M32-38
-5504128422922070000,M,43,M39+
-3581842511064900000,M,30,M29-31
4635530214579900000,F,21,F23-
946686445610626000,M,25,M23-26
8071103751549550000,M,30,M29-31
-5958205346246160000,M,57,M39+
5336867009001670000,M,44,M39+
-1887266368457050000,F,33,F33-42
-5328145986897310000,M,25,M23-26
-3327486539560730000,M,35,M32-38
-899837066402215000,M,36,M32-38
333428798845435000,M,22,M22-
-1594384120461130000,M,37,M32-38
2287991680064420000,M,32,M32-38
6214506012202870000,M,35,M32-38
8033389325581650000,F,44,F43+
5177182677843330000,F,30,F29-32
2280111376137780000,F,30,F29-32
-4680186188114380000,F,30,F29-32
-8511544887926310000,F,30,F29-32
2943496584711950000,M,27,M27-28
-3402213784738050000,M,18,M22-
6257581662782810000,M,26,M23-26
2697766335073060000,M,38,M32-38
-8638296245749090000,M,32,M32-38
8896716768657490000,F,27,F27-28
3829913877506780000,M,31,M29-31
-1852670336834220000,M,28,M27-28
-103454141050554000,M,28,M27-28
-960753139912115000,M,18,M22-
1943072508979400000,M,20,M22-
-5231199034999710000,F,25,F24-26
-4356490294076560000,F,29,F29-32
9058696590843060000,M,34,M32-38
-2778794877918180000,M,20,M22-
7728941579944430000,M,34,M32-38
229513389658583000,M,48,M39+
-6332215448424150000,M,24,M23-26
-8958026329456070000,F,39,F33-42
-1454444384230030000,F,46,F43+
-192088913619863000,F,27,F27-28
5049345757870200000,F,32,F29-32
-3257638279962890000,F,27,F27-28
-7178548982398990000,M,23,M23-26
3948544351406190000,F,34,F33-42
-6402932492565980000,M,52,M39+
-2761633932612040000,M,33,M32-38
-2125180271862820000,F,29,F29-32
-6897528301117860000,M,27,M27-28
-31802979151047600,M,29,M29-31
-5904884102232150000,F,32,F29-32
374541942171642000,F,22,F23-
8991841785805310000,F,25,F24-26
2431837962013380000,F,38,F33-42
-8952172883686910000,F,25,F24-26
-6447475782436440000,F,25,F24-26
-5277175096343470000,F,21,F23-
2998856978624920000,M,41,M39+
-1221352023773070000,F,23,F23-
-5194738837118600000,F,23,F23-
3124784543255960000,M,33,M32-38
1003371828455850000,F,28,F27-28
6874624566688900000,M,21,M22-
-6720400935464110000,F,46,F43+
-7080446879990320000,F,25,F24-26
8956358489916050000,F,25,F24-26
5944405155476190000,M,34,M32-38
1624083185383610000,M,22,M22-
-3009652284185570000,F,30,F29-32
-5993035327581640000,F,45,F43+
-5440394912157990000,F,21,F23-
4858871139491280000,M,21,M22-
-535209287960136000,M,29,M29-31
7640249136665560000,F,24,F24-26
-7357957894257720000,F,27,F27-28
-5866835176146870000,M,32,M32-38
8848961682783470000,M,32,M32-38
-1596670497653850000,F,56,F43+
7618976420231790000,F,25,F24-26
-6667997689179950000,F,24,F24-26
5690153462249810000,F,25,F24-26
-3895427999595030000,F,39,F33-42
8855126432698280000,F,39,F33-42
-6439439298327660000,M,45,M39+
3870295211010880000,F,21,F23-
7010162029757310000,M,37,M32-38
2248043215322120000,M,58,M39+
78882608326370100,M,23,M23-26
2595555355930260000,M,28,M27-28
-4721858253120110000,M,28,M27-28
270382715918665000,M,31,M29-31
613773172386815000,M,45,M39+
-1329377740753090000,F,43,F43+
422721525301091000,M,39,M39+
654452143442294000,M,22,M22-
6612924658024590000,M,24,M23-26
-7963618505599710000,M,35,M32-38
1078195841200370000,M,23,M23-26
-3528192166017360000,F,46,F43+
-1859858683544700000,F,39,F33-42
-666948484010551000,M,21,M22-
5430296486141030000,M,33,M32-38
-3947249311887250000,F,40,F33-42
-8838941087206190000,F,40,F33-42
-3985846755336600000,F,40,F33-42
-5559268427365170000,F,40,F33-42
-6165508363954260000,M,50,M39+
-8140114883798540000,M,25,M23-26
-8544534804052940000,F,29,F29-32
3436058444407290000,F,30,F29-32
5713269017357540000,M,27,M27-28
-4538052742289600000,M,30,M29-31
-7204030169526190000,M,64,M39+
-4484267433340580000,M,31,M29-31
-7420685145375690000,F,35,F33-42
7884658811312160000,F,35,F33-42
9082024490494220000,M,20,M22-
-1462736345443550000,F,26,F24-26
-940687114618441000,F,26,F24-26
4881976789833130000,F,23,F23-
-8680365029553550000,M,44,M39+
-5153489196454020000,M,46,M39+
-2302414377494400000,M,30,M29-31
-3527089490890280000,F,39,F33-42
1213869979772510000,M,43,M39+
-3985269483114790000,M,48,M39+
5735974052590590000,M,37,M32-38
-953148383707706000,M,39,M39+
-580737129892292000,M,39,M39+
-3931060095793780000,M,36,M32-38
7003102813610730000,M,36,M32-38
8529565694096420000,M,36,M32-38
5779454771137910000,M,63,M39+
-1036401361327910000,M,53,M39+
-5611333631314020000,M,16,M22-
-7778489144178040000,F,44,F43+
-9063166809156250000,M,23,M23-26
975973844572821000,M,20,M22-
-611844199083782000,M,32,M32-38
5135650726168460000,F,36,F33-42
2012014708425280000,F,28,F27-28
-4037193021047810000,F,28,F27-28
-6080092050039180000,M,24,M23-26
-2073977708881380000,M,26,M23-26
6372189819325940000,M,22,M22-
-2339747818356190000,F,41,F33-42
8625585690505330000,M,31,M29-31
-5944561699859870000,M,31,M29-31
-9078562497695960000,M,42,M39+
-4345237068443930000,M,18,M22-
3638047068003950000,M,22,M22-
-2137623559663480000,M,24,M23-26
-5676409511846020000,M,77,M39+
6598385483013900000,M,46,M39+
-2917577560452510000,F,25,F24-26
3350789294214690000,M,43,M39+
6750945137550990000,M,41,M39+
-2185438892799560000,M,32,M32-38
-1078508185334240000,M,24,M23-26
-553212126099752000,F,28,F27-28
-3291829073099180000,M,42,M39+
-4453111465735650000,M,45,M39+
6567460732097420000,F,28,F27-28
3764566889311080000,M,36,M32-38
8754193604458060000,M,36,M32-38
-728497694219946000,F,31,F29-32
-3464129170775690000,F,38,F33-42
4906282074923230000,M,52,M39+
-4439664849752010000,F,34,F33-42
1405444533502720000,M,27,M27-28
7707360273412580000,M,34,M32-38
-1392494811653300000,F,27,F27-28
-2284329517764610000,M,30,M29-31
498603502906924000,F,29,F29-32
5044262506743580000,M,32,M32-38
2087974144068170000,M,36,M32-38
6422581700944780000,M,30,M29-31
5982095823634600000,M,34,M32-38
-3260844532386010000,M,27,M27-28
-19856913694018500,M,27,M27-28
2352735645929030000,M,43,M39+
8952962584724200000,M,43,M39+
-3552425147567980000,M,49,M39+
1858233694055040000,M,33,M32-38
5936971517418520000,F,31,F29-32
-3222728542681540000,M,15,M22-
4081379884944100000,M,15,M22-
4236020983750480000,F,27,F27-28
-5782684902474650000,F,27,F27-28
9147793925533490000,F,27,F27-28
9145954862155110000,F,27,F27-28
-3420003080933140000,F,27,F27-28
3750679862292120000,F,27,F27-28
-5442973010316760000,M,19,M22-
8188469151745780000,M,34,M32-38
8326927929802980000,M,38,M32-38
-4708237388729590000,F,35,F33-42
865811746334405000,F,21,F23-
908520940809725000,M,28,M27-28
3353059050511430000,F,28,F27-28
-533470285583613000,F,38,F33-42
-1905472776553030000,F,38,F33-42
-1967850648096050000,M,30,M29-31
-3513920479619200000,F,28,F27-28
4105066134167080000,F,28,F27-28
-8536179139677740000,M,36,M32-38
-4195913120258090000,M,26,M23-26
108929246698081000,M,19,M22-
-135511509867531000,M,38,M32-38
1940328956251150000,M,38,M32-38
7791360546443150000,M,38,M32-38
7609629929801660000,M,28,M27-28
5540030090899020000,M,29,M29-31
1282370915769240000,F,33,F33-42
-7098205554214760000,F,33,F33-42
6796368418649720000,F,33,F33-42
-6244045308124200000,M,28,M27-28
8308060687257730000,M,25,M23-26
-6930089675103540000,F,31,F29-32
-5886701600939850000,M,29,M29-31
-6878150671220910000,M,27,M27-28
-6019553126432570000,M,27,M27-28
-1803775570211640000,M,30,M29-31
-5994063805203640000,M,30,M29-31
-6958305041617170000,F,22,F23-
-4536455025354810000,M,24,M23-26
6453548231518590000,M,28,M27-28
6515770840862090000,F,35,F33-42
5187638647084560000,F,21,F23-
-5926524084200680000,M,26,M23-26
4941752738859890000,F,26,F24-26
1410793209747230000,M,28,M27-28
-4307824522183230000,M,67,M39+
2116715380181940000,M,39,M39+
-2443528365337140000,F,33,F33-42
1254292943775320000,M,46,M39+
3694387664405000000,M,23,M23-26
-7770582328721230000,M,36,M32-38
3608628880021950000,M,36,M32-38
2912596765805440000,M,36,M32-38
-1750377529055560000,M,36,M32-38
-2226399074816480000,F,30,F29-32
7580105988571550000,F,30,F29-32
8188438768642230000,M,39,M39+
-4750621923588310000,M,18,M22-
-830319056183470000,M,18,M22-
6317506365934010000,F,31,F29-32
8158357289830830000,M,42,M39+
-1983730819174020000,F,33,F33-42
2065863405726460000,M,27,M27-28
7917846849565360000,F,43,F43+
-7446999155720200000,M,50,M39+
-1746625404887280000,M,50,M39+
-6671168229691620000,M,23,M23-26
-5005783694593030000,M,23,M23-26
7373136839973780000,M,23,M23-26
-7980948269042960000,M,34,M32-38
-1239913977953380000,F,31,F29-32
5819268002965440000,M,38,M32-38
5523400478132440000,F,44,F43+
-5473196589353960000,M,35,M32-38
2960770672746540000,M,29,M29-31
7411875501051560000,F,31,F29-32
-4258907928501270000,F,32,F29-32
-2884378533047150000,F,32,F29-32
8842375230058850000,M,30,M29-31
-2143901841176810000,M,23,M23-26
-2137322361847010000,M,50,M39+
2952232405267270000,F,31,F29-32
-5342227600133060000,M,46,M39+
6092246830433900000,M,28,M27-28
2481481222521940000,M,29,M29-31
-503735827614382000,F,22,F23-
-6292100662866150000,F,34,F33-42
1993717409670550000,F,34,F33-42
1353227526806140000,F,34,F33-42
-7077258406576300000,F,34,F33-42
4405153961163390000,F,21,F23-
3728841892747350000,M,18,M22-
4784185398808360000,M,32,M32-38
684500517590553000,M,25,M23-26
-5296418300896790000,F,59,F43+
-7378825282646830000,F,28,F27-28
2406576014393370000,M,28,M27-28
-2800035957135070000,F,28,F27-28
-5177187372006620000,M,21,M22-
-2866852682750450000,M,21,M22-
8072917501654880000,M,34,M32-38
4137155623311090000,F,37,F33-42
-6369196007190220000,M,26,M23-26
-3572081290880320000,M,26,M23-26
4362084659906440000,M,26,M23-26
-8730599904741610000,M,26,M23-26
6349654190222000000,M,26,M23-26
111749411183668000,M,25,M23-26
-6353025183740460000,M,25,M23-26
8379751010584170000,F,30,F29-32
7673301695421090000,F,30,F29-32
2406666266001290000,F,30,F29-32
47747736297028700,M,29,M29-31
1828097267485860000,M,29,M29-31
-3441149835823130000,M,30,M29-31
-5616772042830940000,F,25,F24-26
-3324511025838380000,M,27,M27-28
-8151620947027170000,M,34,M32-38
2281751764587390000,F,34,F33-42
2302023873555650000,F,32,F29-32
-8362898038865540000,M,25,M23-26
-2900403136927510000,M,32,M32-38
-551090451980387000,F,39,F33-42
4901819865892190000,M,30,M29-31
6273544858512660000,F,33,F33-42
3478417664760420000,F,24,F24-26
6671971784048030000,M,20,M22-
7748986526605520000,M,20,M22-
1835008223917840000,M,21,M22-
-5784744518936530000,M,35,M32-38
1568917203103470000,M,18,M22-
7303885343449560000,F,31,F29-32
-2217951254060140000,F,21,F23-
-4340973637122520000,F,21,F23-
8567026160899750000,F,41,F33-42
-5878490496863670000,M,63,M39+
-7971437369593620000,M,35,M32-38
8112527602791610000,F,35,F33-42
-7792592182786950000,F,22,F23-
-5616611764882630000,F,32,F29-32
-3119674409428670000,M,47,M39+
3698209275948700000,F,26,F24-26
-3035141074699410000,F,29,F29-32
3938120141745070000,M,34,M32-38
1557327579067510000,M,51,M39+
3902905626152670000,M,35,M32-38
5343830517503690000,M,60,M39+
8176573143978960000,M,24,M23-26
1457880321987800000,F,31,F29-32
8395808921719820000,F,40,F33-42
1544145603717750000,M,28,M27-28
-7240256061548520000,F,39,F33-42
8390581153794560000,M,27,M27-28
7082308047691610000,M,17,M22-
8152683852810170000,M,36,M32-38
-3655401136413730000,F,22,F23-
2523792344554100000,F,29,F29-32
-543870030861155000,M,42,M39+
-3192162364128360000,M,54,M39+
-3272064077736160000,M,63,M39+
-201267155260360000,F,25,F24-26
3107889538272580000,M,32,M32-38
9052513160023380000,F,33,F33-42
5575556249005730000,M,35,M32-38
4111565382040560000,M,35,M32-38
5489902480651890000,M,35,M32-38
1984568660275520000,M,39,M39+
1121554846291770000,M,29,M29-31
-5681267908434600000,M,26,M23-26
5031263518144990000,F,28,F27-28
3533672609189660000,M,63,M39+
-2272179087802820000,F,45,F43+
1859889598203140000,F,45,F43+
-7445099389283480000,F,31,F29-32
3316696662705950000,M,30,M29-31
-6436702797745910000,F,41,F33-42
-2304286914613530000,F,41,F33-42
-3439926162593680000,M,21,M22-
162317442761676000,M,34,M32-38
-3521411458390320000,M,31,M29-31
6007466990453280000,F,23,F23-
-2938658944894660000,M,28,M27-28
6176709980922710000,F,31,F29-32
-983346832104120000,M,33,M32-38
-3675357710083850000,F,36,F33-42
-6856083381800700000,M,31,M29-31
-6585529844853990000,M,23,M23-26
796426041160186000,F,30,F29-32
1673777788786620000,M,31,M29-31
3977039151665210000,M,25,M23-26
-5080082123047170000,F,34,F33-42
3964884560739940000,M,39,M39+
-3054492794131120000,M,35,M32-38
7098797247875070000,M,43,M39+
-6440219567605250000,F,25,F24-26
3272436798070130000,F,34,F33-42
-2052261707873610000,F,34,F33-42
7516706994025400000,F,28,F27-28
3818757991355740000,M,32,M32-38
-8511226676870230000,M,25,M23-26
4109237071659600000,M,25,M23-26
4557034868414940000,M,56,M39+
-2286551625228650000,F,23,F23-
-3720435136491320000,M,32,M32-38
2696865848621970000,F,29,F29-32
7739144685171440000,F,53,F43+
-3276995209213170000,M,36,M32-38
8995814642425680000,F,29,F29-32
-672362427754208000,M,22,M22-
8242266798306100000,F,29,F29-32
-3934381897560670000,F,29,F29-32
-7261924587447580000,M,51,M39+
-5508265058012400000,F,32,F29-32
4611052772434180000,M,29,M29-31
8918894834608000000,F,80,F43+
8044811023808040000,F,53,F43+
-265814907850258000,F,53,F43+
5984236256930500000,F,24,F24-26
-619629409215392000,F,20,F23-
3857957062954430000,M,35,M32-38
-5276769591624040000,M,27,M27-28
-8834962137908070000,F,21,F23-
7099767761707550000,F,31,F29-32
2000510484687350000,F,45,F43+
-5664110200052890000,F,25,F24-26
-4342372158209090000,M,66,M39+
-4164670238053180000,M,34,M32-38
-1543925582926350000,F,53,F43+
-6461126149105370000,M,71,M39+
-4805998727725380000,M,37,M32-38
-1602028494805110000,M,23,M23-26
-9214722702108670000,M,22,M22-
8539793378745730000,M,21,M22-
7259591222985170000,F,24,F24-26
8395312525039210000,M,26,M23-26
-2846405554118300000,M,19,M22-
6994986206977410000,M,45,M39+
-2701095115147560000,M,21,M22-
4505746603133430000,M,27,M27-28
-3455598948307370000,M,35,M32-38
8080189805516080000,M,31,M29-31
2919597898175060000,F,23,F23-
1985869938072070000,M,39,M39+
-3450971036007630000,F,33,F33-42
4280563409496140000,F,28,F27-28
-8029327144157060000,M,26,M23-26
5368238020164230000,M,45,M39+
8937260491769650000,M,23,M23-26
3840822231142430000,M,29,M29-31
1147094432441190000,F,29,F29-32
6510996691525530000,M,33,M32-38
-5304171483239920000,M,48,M39+
8992910295263460000,M,41,M39+
-2651540422506250000,F,29,F29-32
3113661596982030000,F,29,F29-32
-6703618639377470000,M,31,M29-31
-1065262943122900000,F,43,F43+
1352961192406500000,M,30,M29-31
-487390739323775000,M,30,M29-31
7382987314890170000,M,25,M23-26
-8834497392288150000,F,33,F33-42
934985081829870000,F,29,F29-32
-6629389628265980000,F,29,F29-32
5253905253014500000,M,34,M32-38
1781596278998430000,M,34,M32-38
8158627774360370000,F,27,F27-28
5472216436106150000,M,27,M27-28
3933894848841540000,F,28,F27-28
4801106609591750000,F,39,F33-42
-8016830519666690000,F,31,F29-32
-8073240711591810000,M,21,M22-
8427081453140960000,M,38,M32-38
-1061166489491930000,M,44,M39+
-6137211945847830000,F,24,F24-26
3065860954951220000,M,56,M39+
-2383268152532240000,F,32,F29-32
3462250586602180000,F,53,F43+
3170364079476620000,M,36,M32-38
-3908618666907710000,M,31,M29-31
1563456882399730000,F,38,F33-42
-5787648233116950000,F,27,F27-28
2426802084755550000,F,29,F29-32
-3078415225811150000,F,29,F29-32
-396403958431941000,M,25,M23-26
9129619802933910000,M,23,M23-26
4971542284652770000,M,19,M22-
-976342620885469000,F,22,F23-
8357359203853620000,F,53,F43+
-6355164091852800000,F,32,F29-32
1991438518527920000,M,39,M39+
887741750823604000,F,51,F43+
458915599101254000,M,54,M39+
6912567398528770000,M,34,M32-38
-6614039245200410000,F,41,F33-42
-498103419632067000,M,28,M27-28
5449867743481850000,F,32,F29-32
-3478544424881630000,F,33,F33-42
-8998186413013640000,M,26,M23-26
5850687668672840000,M,26,M23-26
1213860188805880000,M,26,M23-26
-2565026724519420000,M,37,M32-38
7804156169802100000,M,30,M29-31
1429738787883680000,M,21,M22-
3335951100275350000,F,29,F29-32
6860866997459720000,M,41,M39+
-3518440140583530000,M,41,M39+
3283158064424370000,M,28,M27-28
4647076873845100000,M,28,M27-28
2498819670854710000,M,46,M39+
-3126892725658770000,F,31,F29-32
368674094664899000,F,38,F33-42
260176729704350000,M,27,M27-28
-611522364304365000,M,29,M29-31
-2185325955510600000,M,24,M23-26
1287210825684350000,F,26,F24-26
8972684947455980000,M,24,M23-26
-1096880334744830000,M,28,M27-28
52658279660159800,M,30,M29-31
-400539276329376000,F,35,F33-42
-2881760178925080000,M,23,M23-26
2879714455350230000,F,23,F23-
319358606834819000,M,33,M32-38
-543009245296211000,M,33,M32-38
-3304426577587720000,F,25,F24-26
5409971698569320000,F,61,F43+
-3477150689313470000,F,26,F24-26
6138093507719010000,M,27,M27-28
-4615956154729310000,M,27,M27-28
-6444342790782500000,M,30,M29-31
-8938536922231330000,M,30,M29-31
538934081776735000,M,23,M23-26
-5387832650259920000,M,23,M23-26
3788562092227190000,F,37,F33-42
-6810857703724510000,F,37,F33-42
1585261055807860000,F,37,F33-42
1099066403918010000,M,32,M32-38
-5705822754978440000,M,32,M32-38
-6601163219294770000,M,35,M32-38
-3466700405566220000,M,29,M29-31
-6467079920062260000,M,40,M39+
-82572718328207500,M,24,M23-26
-5768838386941810000,M,24,M23-26
4821931128374630000,F,34,F33-42
6366626430168100000,F,28,F27-28
1096182016023080000,M,37,M32-38
-7326130976034890000,M,50,M39+
-7683857476275140000,M,50,M39+
-1205492782047530000,F,43,F43+
-6978865075393370000,F,43,F43+
-5699864051985320000,F,43,F43+
7797871809479880000,F,43,F43+
-4051941964824620000,F,43,F43+
-7028335720584770000,F,43,F43+
7972815951045500000,F,43,F43+
-3154328878531280000,F,43,F43+
-4801164936655700000,F,43,F43+
7914410603699280000,M,47,M39+
-3232610972836180000,M,35,M32-38
4324810853441350000,F,34,F33-42
-2079527825004250000,F,27,F27-28
-989005202621947000,M,44,M39+
-7370994432843450000,M,44,M39+
-8264977261316420000,M,28,M27-28
-7663753365069700000,F,25,F24-26
825617450948695000,F,25,F24-26
6931506934161860000,F,30,F29-32
394720051452655000,F,40,F33-42
7722034354191780000,M,38,M32-38
-8621703974536280000,M,20,M22-
-640382039748415000,M,41,M39+
-7268511334581930000,F,44,F43+
-3062833214752170000,F,40,F33-42
-4336140664893910000,M,49,M39+
-8929903474217500000,F,43,F43+
-7244312340475970000,F,43,F43+
-7497851200036430000,M,35,M32-38
-1040485782142410000,M,35,M32-38
3452505575028010000,M,49,M39+
-5084379815491340000,M,29,M29-31
-2800019187630770000,M,34,M32-38
-4444672759716960000,M,26,M23-26
8967778939975830000,M,46,M39+
-6290666435152910000,F,25,F24-26
-8582432826296370000,F,41,F33-42
3012834516630970000,F,31,F29-32
-6006279844048080000,M,30,M29-31
1494656115318050000,M,44,M39+
6099678009515880000,M,25,M23-26
8974151906167390000,M,29,M29-31
-549745313259439000,M,26,M23-26
-6597656432966260000,M,26,M23-26
-6229335806353160000,F,35,F33-42
-4123331677912070000,F,35,F33-42
3444183843551330000,M,20,M22-
6755692634449710000,M,36,M32-38
5849157169541830000,F,34,F33-42
-5588033081664430000,F,28,F27-28
-1693945093805570000,M,46,M39+
8098382177052100000,F,26,F24-26
895399679110859000,M,34,M32-38
-9166585254406270000,M,25,M23-26
1745432993037840000,M,25,M23-26
-1835458657071870000,F,33,F33-42
-8496313154221350000,M,44,M39+
8874450663442750000,F,38,F33-42
-7708642120912140000,M,29,M29-31
-2044903958157930000,M,22,M22-
-7272953714168140000,M,30,M29-31
-8160163826533070000,M,27,M27-28
-7467967411288380000,M,22,M22-
-6877604122370070000,M,44,M39+
-4424270406171990000,F,27,F27-28
8065831045658820000,F,32,F29-32
5270612118450740000,M,35,M32-38
-7282846910468540000,M,35,M32-38
-2950374800608820000,F,58,F43+
5035613741715700000,M,25,M23-26
7255101607069760000,M,35,M32-38
-3558654770486210000,M,23,M23-26
461092413153085000,M,31,M29-31
8043342925279470000,M,30,M29-31
-5426571559626000000,M,22,M22-
-2061594053208330000,F,63,F43+
8874844220269670000,M,20,M22-
1502981753636800000,M,20,M22-
-3575665523431830000,M,20,M22-
-1185211232935060000,M,28,M27-28
-6696335979990370000,M,26,M23-26
1636578543755410000,M,21,M22-
-293268906166408000,M,31,M29-31
-4762916253668830000,F,34,F33-42
6784653608920710000,F,34,F33-42
-6521877336105410000,F,34,F33-42
8613568657032240000,M,26,M23-26
2581326073423710000,F,30,F29-32
-1203275860292950000,M,40,M39+
-4494862207646250000,M,40,M39+
8940767317883750000,M,25,M23-26
3013395959075840000,M,24,M23-26
-1378850745384340000,M,30,M29-31
-887233401971661000,M,25,M23-26
-1189566773251650000,M,37,M32-38
-2552043993356720000,M,61,M39+
-5824435178136650000,F,26,F24-26
5725810824707340000,F,26,F24-26
-1388844427599720000,M,29,M29-31
-7392093190308780000,F,29,F29-32
-1408288443871510000,M,28,M27-28
-7310028027425140000,F,25,F24-26
-2547216403544520000,M,28,M27-28
-8878956785508650000,M,28,M27-28
23715664217401100,M,28,M27-28
1908334071649220000,M,28,M27-28
630246848335853000,M,28,M27-28
-317558332474711000,M,28,M27-28
1362107963409540000,F,23,F23-
714846985621209000,F,22,F23-
3719071448538350000,M,24,M23-26
-2357205067640390000,F,27,F27-28
-3798946449616460000,F,24,F24-26
-6498764080749890000,M,27,M27-28
2509838789835100000,M,36,M32-38
-4295000506451740000,F,27,F27-28
7839286749500510000,F,27,F27-28
-4496993856182740000,M,32,M32-38
-4093127657093530000,F,39,F33-42
3514675040873990000,M,37,M32-38
8687347191006070000,M,43,M39+
-1018017630957040000,F,39,F33-42
7328660517550260000,F,29,F29-32
-4219752562273700000,F,23,F23-
2513282312875970000,F,61,F43+
7718682590877090000,F,61,F43+
-6510749828882490000,F,61,F43+
-2573326269985550000,F,61,F43+
-727120163147580000,M,21,M22-
-4770668020030900000,F,33,F33-42
3283707082687530000,F,33,F33-42
7770187522510660000,F,23,F23-
-3189812775515910000,M,68,M39+
1129544169857830000,M,36,M32-38
-2313307084474970000,F,71,F43+
-7843302771548880000,F,39,F33-42
1769348094980620000,F,42,F33-42
7239028244975450000,F,42,F33-42
-5447227480073850000,M,25,M23-26
-6660912731149960000,F,33,F33-42
-4146837303922740000,F,38,F33-42
-7766397777328160000,M,20,M22-
-4922123343303320000,M,43,M39+
6262211227377650000,M,25,M23-26
9129278463068640000,F,38,F33-42
2374794812390140000,F,25,F24-26
2237422888370900000,F,27,F27-28
-7266664730649250000,F,27,F27-28
-3963132168682620000,F,27,F27-28
4662327168320660000,F,29,F29-32
-6200420347335630000,M,27,M27-28
-6256404601809890000,F,25,F24-26
-6294936782555490000,F,25,F24-26
6438520530517870000,M,42,M39+
-5550687525475180000,M,30,M29-31
-2144556680214420000,M,44,M39+
9116834030792160000,M,24,M23-26
1247180582248330000,F,41,F33-42
-1549609029963460000,F,38,F33-42
-214943534845541000,M,41,M39+
-9205293319808660000,M,41,M39+
4516897468226630000,M,29,M29-31
-1673481767149480000,M,18,M22-
-5455973658481210000,M,18,M22-
-5676398470142560000,M,18,M22-
2621839341956960000,M,38,M32-38
6353316179965510000,M,37,M32-38
1658150233576070000,M,37,M32-38
-6388624652626930000,M,52,M39+
7434184161544390000,F,28,F27-28
1063831207134480000,F,36,F33-42
2060944895843110000,F,36,F33-42
-6827418623830230000,F,40,F33-42
455278655343499000,M,24,M23-26
4125435841794470000,F,34,F33-42
-2618416751081340000,M,27,M27-28
-935015493788217000,M,25,M23-26
-8795605723160110000,M,45,M39+
3718457919043420000,M,33,M32-38
8593347823011580000,M,43,M39+
8914916142640010000,M,43,M39+
-121847834014157000,M,43,M39+
6580807750923510000,F,26,F24-26
2688381157914000000,M,42,M39+
6433704131027850000,M,42,M39+
2651030686189580000,M,33,M32-38
6160829693970920000,M,36,M32-38
474213384645949000,M,34,M32-38
-8895562936721270000,M,27,M27-28
-7765575194466140000,M,57,M39+
4121173984162830000,F,51,F43+
569440790506345000,M,23,M23-26
-4572653563056280000,F,54,F43+
6148123108541860000,M,74,M39+
-3353305659965410000,M,74,M39+
8323079662548980000,M,46,M39+
2403065156037550000,F,51,F43+
-5115291622768630000,F,27,F27-28
1082852369203980000,M,43,M39+
-2300154746506620000,F,51,F43+
-2855597736385460000,F,44,F43+
1902391025006440000,M,55,M39+
-9090134575924710000,M,55,M39+
7585941793693750000,F,19,F23-
-4662383892705060000,M,31,M29-31
