Unnamed: 0,device_id,gender,age,group,phone_brand,device_model,event_id,timestamp,city,state,longitude,latitude
135683,7.637878864319965e+18,M,34,M32-38,Samsung,Galaxy S6 Edge,22335.0,2016-05-05 19:52:12,Hindupur,AndhraPradesh,77.52486400000002,13.919638
135894,1.5145436667718072e+18,F,41,F33-42,HTC,One max,493554.0,2016-05-02 11:58:41,Qutubullapur,AndhraPradesh,78.527015,17.473724
135901,5.769797242683505e+18,M,34,M32-38,Huawei,麦芒3,7803.0,2016-05-06 09:06:32,Visakhapatnam,AndhraPradesh,83.328743,17.828937
136159,-1.735310433715222e+18,M,36,M32-38,Xiaomi,红米1S,269940.0,2016-05-02 06:45:44,Markapur,AndhraPradesh,79.329963,15.795229
136161,3.1511254888730865e+18,M,30,M29-31,vivo,Y11,625334.0,2016-05-07 08:29:41,Nandyal,AndhraPradesh,78.577562,15.504066
136167,-6.579591235220826e+18,M,29,M29-31,Huawei,Y516,2707299.0,2016-05-06 19:00:39,Kottagudem,AndhraPradesh,80.72330799999997,17.650959999999994
136169,-5.712672967616397e+18,F,29,F29-32,Meizu,魅蓝,8878.0,2016-05-04 10:43:59,Visakhapatnam,AndhraPradesh,83.337473,17.802338
136302,5.146066469427314e+18,M,43,M39+,Xiaomi,红米1S,7396.0,2016-05-04 09:53:48,Visakhapatnam,AndhraPradesh,83.311711,17.808165
136532,6.517583082737989e+18,M,25,M23-26,vivo,Y35,6113.0,2016-05-01 08:45:38,Visakhapatnam,AndhraPradesh,83.340724,17.783746
136713,-6.406606218098328e+18,M,27,M27-28,Samsung,A820t,69144.0,2016-05-02 06:22:47,Warangal,AndhraPradesh,79.631934,18.035232
136733,3.5960453670715377e+18,M,44,M39+,Samsung,A858t,8648.0,2016-05-03 10:08:25,Visakhapatnam,AndhraPradesh,83.38606399999998,17.818149000000005
136796,-1.071054075174682e+18,M,19,M22-,Ouqi,OKU3,7006.0,2016-05-02 09:07:04,Visakhapatnam,AndhraPradesh,83.377507,17.794983000000006
136826,-8.03321635558267e+18,M,32,M32-38,Samsung,Galaxy S4,26375.0,2016-05-02 22:40:59,Tadepalle,AndhraPradesh,80.674589,16.534955
136848,-6.366616433864018e+18,M,30,M29-31,Lenovo,U817,66143.0,2016-05-06 00:39:31,Nuzvid,AndhraPradesh,80.93607999999998,16.81437
136853,8.55995470149367e+18,F,27,F27-28,Xiaomi,MI 2A,7272.0,2016-05-03 09:29:52,Visakhapatnam,AndhraPradesh,83.381429,17.746634
136864,3.132830347191644e+18,M,23,M23-26,Samsung,Galaxy Mega 6.3,1752734.0,2016-05-04 17:11:28,Mangalagiri,AndhraPradesh,80.65600400000002,16.491030000000002
136868,-5.585200936988094e+18,M,26,M23-26,Xiaomi,MI 4,423417.0,2016-05-04 16:06:21,Adilabad,AndhraPradesh,78.550696,19.762777
136881,-5.029265535025648e+18,M,26,M23-26,Samsung,Galaxy Note 2,6680.0,2016-05-01 09:15:50,Visakhapatnam,AndhraPradesh,83.34141,17.772219
137035,-6.258749435253661e+18,M,35,M32-38,HTC,One E8,8559.0,2016-05-02 10:08:20,Visakhapatnam,AndhraPradesh,83.37817799999998,17.748619
137064,3.1155432887131187e+18,M,22,M22-,Xiaomi,红米2A,9164.0,2016-05-05 10:09:07,Visakhapatnam,AndhraPradesh,83.338233,17.826455
137065,-7.854273604145027e+18,F,28,F27-28,Xiaomi,MI 2S,9327.0,2016-05-05 10:17:31,Visakhapatnam,AndhraPradesh,83.34697299999998,17.827548999999994
137121,-1.918628923697018e+18,M,27,M27-28,vivo,S7I,6265.0,2016-05-02 08:51:15,Visakhapatnam,AndhraPradesh,83.31209799999998,17.795237
137144,5.285334273680734e+18,M,30,M29-31,Samsung,Galaxy Note 2,29412.0,2016-05-03 00:01:35,Khammam,AndhraPradesh,80.18290300000002,17.333372
137250,-8.026414683347462e+18,F,19,F23-,Coolpad,8705,995852.0,2016-05-06 19:14:34,Adilabad,AndhraPradesh,78.541781,19.752438
137255,-4.68928021022086e+18,M,28,M27-28,Meizu,MX2,7152.0,2016-05-03 09:26:28,Visakhapatnam,AndhraPradesh,83.33353799999998,17.809296
137268,-2.264605761572532e+18,F,33,F33-42,Samsung,Galaxy Note 2,324912.0,2016-05-06 23:30:24,Aizawl,Mizoram,92.730596,23.735567
137277,2.1644515550090583e+18,F,43,F43+,Xiaomi,红米note,247139.0,2016-05-03 09:01:40,Samalkot,AndhraPradesh,82.26102,17.110035999999994
137284,-7.076046866487021e+18,F,29,F29-32, Coolby ,S3,119754.0,2016-05-07 23:26:03,Palwancha,AndhraPradesh,80.76545,17.677138000000006
137285,3.6150394689137536e+18,M,32,M32-38,Samsung,Galaxy Note 3,2231630.0,2016-05-04 09:53:05,Ongole,AndhraPradesh,80.07470500000002,15.584999
137286,-2.4561318651068703e+18,F,35,F33-42,Samsung,Galaxy S3 Neo+,853171.0,2016-05-02 17:11:45,Kavali,AndhraPradesh,80.04993499999998,15.010785
137288,7.563020980601469e+18,F,28,F27-28,Huawei,G610T,6991.0,2016-05-02 09:30:21,Visakhapatnam,AndhraPradesh,83.37169499999997,17.762645000000006
137299,8.473564293341571e+18,F,27,F27-28,Xiaomi,MI 3,344053.0,2016-05-01 10:24:57,Rajampet,AndhraPradesh,79.25548500000002,14.24714
137303,4.728213229173363e+18,M,45,M39+,HTC,Butterfly,31031.0,2016-05-07 01:46:42,Shimla,HimachalPradesh,77.19583899999998,31.166760999999997
137388,3.83553428650587e+18,F,20,F23-,Samsung,Galaxy S3 Mini,23078.0,2016-05-01 20:01:04,Bobbili,AndhraPradesh,83.399811,18.636504000000002
137464,-5.882661611156276e+18,M,21,M22-,Coolpad,5950,351819.0,2016-05-04 14:55:41,Tanuku,AndhraPradesh,81.733657,16.77652
137471,1.2566852438987466e+18,M,33,M32-38,Xiaomi,MI 2S,77649.0,2016-05-01 10:30:28,Shillong,Meghalaya,91.942568,25.62641
137478,-2.554886450552275e+18,M,33,M32-38,Samsung,Galaxy S4,130333.0,2016-05-06 11:18:51,Dharmavaram,AndhraPradesh,77.808038,14.431709
137520,6.1407489908388e+17,M,29,M29-31,Samsung,Galaxy Note 3,1922587.0,2016-05-01 05:57:35,Guntur,AndhraPradesh,80.534399,16.370935
137523,-3.534351786915e+18,F,31,F29-32,Samsung,Galaxy Note 2,41306.0,2016-05-01 11:31:09,Aizawl,Mizoram,92.773638,23.741258
137592,5.454111831658053e+18,F,34,F33-42,Xiaomi,MI 2,75390.0,2016-05-04 07:58:42,Nellur,AndhraPradesh,80.02492000000002,14.513570999999999
137727,5.812329503513924e+17,F,37,F33-42,Samsung,A360t,329173.0,2016-05-01 07:30:38,Rajamahendri,AndhraPradesh,81.80756600000002,17.072478
137748,-4.784322836036437e+18,M,22,M22-,Xiaomi,红米note,78001.0,2016-05-04 10:49:49,Qutubullapur,AndhraPradesh,78.515435,17.518949
137781,2.0965090231084326e+17,F,28,F27-28,Samsung,Galaxy Note 3,175691.0,2016-05-06 12:49:05,Rajamahendri,AndhraPradesh,81.807186,17.101638
137788,9.533960034752124e+17,M,23,M23-26,Huawei,荣耀+,2681887.0,2016-05-01 22:31:53,Rayadrug,AndhraPradesh,76.918777,14.774717
137789,5.289403473067387e+18,F,24,F24-26,Coolpad,7295,487739.0,2016-05-05 10:22:00,Qutubullapur,AndhraPradesh,78.519122,17.498089999999998
137791,-3.7578207116994094e+18,F,31,F29-32,vivo,S7I,71295.0,2016-05-06 02:00:55,Tandur,AndhraPradesh,77.623287,17.339814999999998
137842,-2.174892523635936e+18,M,23,M23-26,Huawei,荣耀3X畅玩版,8123.0,2016-05-07 09:50:02,Visakhapatnam,AndhraPradesh,83.329661,17.790512
137880,7.592334571763999e+18,M,20,M22-,OPPO,R1C,2004875.0,2016-05-03 19:21:10,Bapatla,AndhraPradesh,80.52052499999998,15.948522
137881,7.200960230981084e+18,M,26,M23-26,Xiaomi,红米2A,9276.0,2016-05-05 10:18:31,Visakhapatnam,AndhraPradesh,83.392331,17.828808000000006
137995,-4.729749519205159e+18,F,25,F24-26,Xiaomi,MI 3,8645.0,2016-05-03 10:06:25,Visakhapatnam,AndhraPradesh,83.325119,17.749261999999995
138171,-5.514804893263642e+18,F,28,F27-28,OPPO,R2017,226921.0,2016-05-02 14:16:42,Rayadrug,AndhraPradesh,76.96057300000002,14.771707000000001
138180,4.0237773955274025e+18,M,20,M22-,Samsung,Galaxy Grand 2,199711.0,2016-05-03 11:52:49,Nuzvid,AndhraPradesh,80.895517,16.852403000000002
138235,8.249113958553273e+18,F,29,F29-32,Xiaomi,红米,7767.0,2016-05-05 09:05:25,Visakhapatnam,AndhraPradesh,83.368932,17.782076999999994
138445,-6.521840288987208e+18,F,22,F23-,Xiaomi,GN305,1102188.0,2016-05-04 21:42:30,Rayachoti,AndhraPradesh,78.81145699999998,14.12884
138447,5.76967247370384e+17,M,52,M39+,Xiaomi,MI 3,6323.0,2016-05-02 07:57:34,Visakhapatnam,AndhraPradesh,83.396489,17.763335
138481,8.958332491868626e+18,M,35,M32-38,Meizu,MX3,65167.0,2016-05-02 03:50:54,Bobbili,AndhraPradesh,83.392949,18.663209
138552,-7.239005214762016e+18,M,61,M39+,vivo,X5Pro,26948.0,2016-05-05 22:12:51,Kukatpalle,AndhraPradesh,78.502372,17.506847999999998
138708,-5.105334207463461e+18,M,39,M39+,Xiaomi,红米note,1804373.0,2016-05-04 14:58:31,Kadiri,AndhraPradesh,78.21292,14.172198000000002
138710,5.412315017220869e+18,F,27,F27-28,OPPO,R1S,8716.0,2016-05-03 10:28:26,Visakhapatnam,AndhraPradesh,83.37350099999998,17.763873999999994
138753,-7.774069379745371e+18,M,32,M32-38,Xiaomi,红米2,6903.0,2016-05-02 09:03:15,Visakhapatnam,AndhraPradesh,83.391835,17.754417999999994
138917,-5.833812227830547e+18,F,49,F43+,Xiaomi,MI 2S,6977.0,2016-05-02 09:45:29,Visakhapatnam,AndhraPradesh,83.349158,17.775891
139085,-6.488088467824009e+18,F,30,F29-32,Xiaomi,MI 3,1893514.0,2016-05-03 11:35:59,Tadepalle,AndhraPradesh,80.61838900000002,16.572888
139087,8.926385146327706e+18,F,30,F29-32,vivo,Y13L,221620.0,2016-05-05 09:33:30,Khammam,AndhraPradesh,80.246374,17.309013
139145,8.047428488578991e+17,M,26,M23-26,Xiaomi,红米,450855.0,2016-05-04 12:37:40,Sangareddi,AndhraPradesh,78.15831299999998,17.679696
139155,7.438121519632387e+17,M,25,M23-26,Xiaomi,红米1S,35879.0,2016-05-07 07:30:22,Hyderabad,AndhraPradesh,78.57915799999998,17.497366999999997
139167,7.394874770116726e+17,F,41,F33-42,Xiaomi,红米Note2,6251.0,2016-05-02 08:41:28,Visakhapatnam,AndhraPradesh,83.31573399999998,17.752269000000005
139235,5.864623057755731e+18,M,25,M23-26,OPPO,R7,55311.0,2016-05-03 19:03:06,Wanparti,AndhraPradesh,78.140046,16.437649
139267,-7.731280723551594e+17,M,19,M22-,Xiaomi,红米note增强版,1162737.0,2016-05-01 22:42:30,Tenali,AndhraPradesh,80.68876200000003,16.282265
139272,-7.113978951592389e+18,M,26,M23-26,OPPO,R827T,6213.0,2016-05-01 08:34:04,Visakhapatnam,AndhraPradesh,83.38378900000002,17.795488
139612,5.104425369532129e+18,M,23,M23-26,Xiaomi,红米2A,788518.0,2016-05-05 09:46:53,Warangal,AndhraPradesh,79.667479,18.07356
139618,8.519918246333869e+18,M,35,M32-38,Huawei,荣耀3X畅玩版,589857.0,2016-05-03 22:49:14,Gajuwaka,AndhraPradesh,83.275161,17.787699
139619,7.084548576444467e+18,F,37,F33-42,Xiaomi,MI 2,6030.0,2016-05-07 07:49:13,Visakhapatnam,AndhraPradesh,83.397154,17.753708
140314,-3.207164674844372e+18,F,19,F23-,Coolpad,7295C,28835.0,2016-05-06 22:53:55,Rajendranagar,AndhraPradesh,78.414225,17.306608999999998
140387,6.145186118190329e+18,F,27,F27-28,Samsung,Galaxy Note 3,8333.0,2016-05-01 10:02:05,Visakhapatnam,AndhraPradesh,83.325082,17.768203
140396,-4.5381721732173727e+18,M,19,M22-,Samsung,Galaxy Mega Plus,8711.0,2016-05-03 10:08:02,Visakhapatnam,AndhraPradesh,83.334616,17.757381
140750,6.622604990454787e+18,M,27,M27-28,Xiaomi,MI 2S,2566612.0,2016-05-02 22:14:35,Qutubullapur,AndhraPradesh,78.49096,17.472321
140752,3.652310079826018e+17,F,21,F23-,Xiaomi,红米note,1714123.0,2016-05-05 11:10:53,Gajuwaka,AndhraPradesh,83.23522399999997,17.710753999999994
140754,5.254470217723575e+18,M,24,M23-26,Coolpad,Y60-C1,8565.0,2016-05-02 10:53:38,Visakhapatnam,AndhraPradesh,83.37822,17.810736000000006
140756,3.245648904144056e+18,M,32,M32-38,Huawei,荣耀3C,64196.0,2016-05-02 01:50:38,Shimla,HimachalPradesh,77.19696400000002,31.203497
140783,2.2721989101085148e+18,F,28,F27-28,Coolpad,7295A青春版,1160129.0,2016-05-06 19:59:29,Ramachandrapuram,AndhraPradesh,78.098872,17.653662999999995
140785,7.840774756485234e+18,F,31,F29-32,Xiaomi,MI 2S,1649080.0,2016-05-02 14:59:46,Nizamabad,AndhraPradesh,78.140847,18.740264
140786,-8.034049258972051e+18,M,26,M23-26,vivo,X3L,8013.0,2016-05-07 09:45:35,Visakhapatnam,AndhraPradesh,83.327199,17.824407
140844,6.096389052933868e+17,F,35,F33-42,Samsung,S820,511034.0,2016-05-06 11:47:50,Guntur,AndhraPradesh,80.482557,16.394384
140858,5.87142457486519e+18,M,33,M32-38,Xiaomi,MI 2A,2436639.0,2016-05-02 21:05:48,Chirala,AndhraPradesh,80.36720600000002,15.869179999999998
140860,6.80448296967049e+18,M,22,M22-,Samsung,W2014,22537.0,2016-05-06 19:37:54,Kamareddi,AndhraPradesh,78.40297,18.401244
140916,3.120977763717772e+18,M,25,M23-26,Samsung,A358t,2375136.0,2016-05-04 19:21:15,Guntur,AndhraPradesh,80.453484,16.329221999999998
140917,-7.597816905016954e+18,M,36,M32-38,Xiaomi,小米note,7522.0,2016-05-04 09:02:38,Visakhapatnam,AndhraPradesh,83.379609,17.761873
141088,3.0871427977599744e+18,M,47,M39+,Samsung,Galaxy S3,42194.0,2016-05-05 11:56:46,Vizianagaram,AndhraPradesh,83.454538,18.203041
141106,6.162027463565575e+18,M,30,M29-31,Huawei,荣耀6,6055.0,2016-05-07 07:51:45,Visakhapatnam,AndhraPradesh,83.35119999999998,17.792482
141308,-5.223983701154751e+18,F,67,F43+,Meizu,魅蓝Note 2,117255.0,2016-05-05 21:46:10,Nandyal,AndhraPradesh,78.520882,15.525607999999998
141343,8.929002163779818e+17,F,41,F33-42,Meizu,魅蓝metal,26755.0,2016-05-04 22:01:21,Kakinada,AndhraPradesh,82.260403,17.032559
141397,-6.455543316288536e+18,M,31,M29-31,Xiaomi,MI 4,8176.0,2016-05-07 09:12:34,Visakhapatnam,AndhraPradesh,83.35895500000002,17.746896
141433,-4.968575826370258e+18,F,28,F27-28,Samsung,Galaxy S2,479805.0,2016-05-01 05:25:17,Rajampet,AndhraPradesh,79.23580799999998,14.210834
141437,6.479278845124963e+18,M,33,M32-38,Samsung,Galaxy A5,8275.0,2016-05-01 10:48:30,Visakhapatnam,AndhraPradesh,83.36963,17.825453
141533,8.594199650118668e+18,M,27,M27-28,vivo,X3S,9948.0,2016-05-07 10:01:15,Visakhapatnam,AndhraPradesh,83.366788,17.753726
141625,-6.8822618425471e+18,M,26,M23-26,Meizu,MX2,8473.0,2016-05-02 10:26:15,Visakhapatnam,AndhraPradesh,83.369522,17.745957
141696,-4.247375876037023e+18,F,25,F24-26,vivo,Y17T,101183.0,2016-05-02 19:04:25,Khammam,AndhraPradesh,80.21392300000002,17.294817000000002
141814,7.93557156145566e+18,M,30,M29-31,Samsung,Galaxy S4,6019.0,2016-05-07 07:19:17,Visakhapatnam,AndhraPradesh,83.396163,17.823104999999995
142271,6.860612158897904e+18,F,40,F33-42,Samsung,Galaxy S4,8040.0,2016-05-07 09:16:04,Visakhapatnam,AndhraPradesh,83.36581699999998,17.789375
142393,6.333548336388529e+18,F,46,F43+,Xiaomi,MI 2S,8231.0,2016-05-01 10:55:40,Visakhapatnam,AndhraPradesh,83.36990399999998,17.794807000000006
142511,-4.1064470216754135e+18,M,30,M29-31,Samsung,Galaxy Note 3,1646267.0,2016-05-03 12:59:37,Kakinada,AndhraPradesh,82.31547900000002,17.00178
142513,-6.264899627410921e+17,F,36,F33-42,Samsung,Galaxy Note 3,50837.0,2016-05-06 16:30:34,Bodhan,AndhraPradesh,77.943884,18.670855
142549,6.691350831586297e+18,F,21,F23-,Lenovo,U956,105156.0,2016-05-03 20:03:22,Shimla,HimachalPradesh,77.25631,31.121865000000003
142583,-5.970087624408322e+18,F,19,F23-,Huawei,Ascend P8,563071.0,2016-05-04 21:58:42,Nirmal,AndhraPradesh,78.43979200000003,19.164989
142588,8.137710496932722e+18,M,32,M32-38,Huawei,C8816,143821.0,2016-05-03 11:12:31,Gajuwaka,AndhraPradesh,83.268221,17.71419
142621,5.448900541423169e+18,M,61,M39+,OPPO,R831T,107376.0,2016-05-02 17:43:48,Tadpatri,AndhraPradesh,78.069813,14.946029000000001
142626,6.148526776870351e+17,F,29,F29-32,Meizu,魅蓝2,294765.0,2016-05-07 03:08:42,Sirsilla,AndhraPradesh,78.896416,18.46057
142629,-5.478432105908522e+18,M,34,M32-38,vivo,Xperia Z1,2369074.0,2016-05-01 15:50:33,Sattenapalle,AndhraPradesh,80.20060400000001,16.466987
142630,-2.2383331220723249e+18,M,28,M27-28,Huawei,Y600-U00,8220.0,2016-05-01 10:34:57,Visakhapatnam,AndhraPradesh,83.379685,17.818338
142670,4.697355355223944e+18,M,47,M39+,Xiaomi,红米1S,6981.0,2016-05-02 09:04:18,Visakhapatnam,AndhraPradesh,83.371534,17.803535
143014,-4.5766339230024617e+18,M,31,M29-31,Samsung,A828t,698990.0,2016-05-01 06:35:33,Nalgonda,AndhraPradesh,79.31609399999998,17.128856
143019,5.074670481847511e+18,F,23,F23-,OPPO,R1C,131295.0,2016-05-04 12:30:30,Gajuwaka,AndhraPradesh,83.28664599999998,17.729157999999995
143055,7.806046807782347e+18,M,26,M23-26,Xiaomi,MI 3,2409938.0,2016-05-01 19:09:47,Nizamabad,AndhraPradesh,78.19147199999998,18.766801
143056,1.5979169455696118e+18,F,36,F33-42,Huawei,荣耀畅玩4X,1419740.0,2016-05-05 08:21:53,Hindupur,AndhraPradesh,77.568679,13.848845
143058,-6.952634260302988e+17,F,26,F24-26,Meizu,MX4,7635.0,2016-05-05 09:12:11,Visakhapatnam,AndhraPradesh,83.392713,17.816272
143161,6.075754678265946e+18,M,26,M23-26,OPPO,R3,9756.0,2016-05-07 10:51:06,Visakhapatnam,AndhraPradesh,83.37870500000002,17.806891
144229,-5.277394539801156e+18,F,17,F23-,Samsung,A2580,1719991.0,2016-05-07 14:15:28,Vuyyuru,AndhraPradesh,80.940252,16.405475000000006
144234,-3.1849568977265626e+17,F,26,F24-26,OPPO,A31,40764.0,2016-05-06 10:46:34,Tadepalle,AndhraPradesh,80.632487,16.546837
144268,-5.100729930163809e+18,F,23,F23-,Xiaomi,红米note,243201.0,2016-05-02 06:37:06,Adilabad,AndhraPradesh,78.540502,19.708922
144286,-3.764165812968193e+18,F,25,F24-26,vivo,X3T,443636.0,2016-05-04 10:04:47,Dhone,AndhraPradesh,77.930213,15.446532999999999
144296,8.050601856943746e+18,M,30,M29-31,Xiaomi,红米note,70648.0,2016-05-04 01:18:43,Yemmiganur,AndhraPradesh,77.55298499999998,15.766515
144326,-5.378050218823546e+18,F,44,F43+,OPPO,N1T,25371.0,2016-05-05 21:11:18,Srikalahasti,AndhraPradesh,79.71378100000003,13.821216
144406,8.664571440145936e+18,M,26,M23-26,Huawei,荣耀畅玩4C运动版,1128069.0,2016-05-02 21:25:44,Belampalli,AndhraPradesh,79.51351899999997,19.128233
144407,5.787768547228631e+18,F,30,F29-32,Huawei,Mate 7,1057384.0,2016-05-02 08:41:21,Palwancha,AndhraPradesh,80.758758,17.658651000000006
144414,-6.257927087699147e+18,M,16,M22-,vivo,S7I,128610.0,2016-05-05 10:26:48,Rajendranagar,AndhraPradesh,78.409125,17.330171999999994
144464,-5.18865134541825e+18,M,34,M32-38,Xiaomi,红米1S,322723.0,2016-05-04 22:49:44,Qutubullapur,AndhraPradesh,78.497592,17.465743
144474,4.474556347375741e+18,M,28,M27-28,Xiaomi,MI 4,86972.0,2016-05-07 08:35:07,Qutubullapur,AndhraPradesh,78.529815,17.483024
144518,-5.829189874809754e+18,F,23,F23-,Samsung,Galaxy Win,722809.0,2016-05-07 20:03:19,Sangareddi,AndhraPradesh,78.120373,17.675003
144531,-8.015383277306134e+17,F,32,F29-32,Samsung,Galaxy Grand 2,9053.0,2016-05-04 10:14:34,Visakhapatnam,AndhraPradesh,83.3391,17.766657000000006
144594,3.296854751998532e+18,M,34,M32-38,Samsung,Galaxy S4,1665513.0,2016-05-04 11:06:32,Guntakal,AndhraPradesh,77.452714,15.271607999999999
144597,-1.78099716310946e+18,F,43,F43+,Samsung,Galaxy S3,83118.0,2016-05-07 12:31:46,Serilungampalle,AndhraPradesh,78.37791700000002,17.526587
144634,-6.73080536977685e+18,M,29,M29-31,Xiaomi,红米note增强版,771660.0,2016-05-06 15:37:37,Mahbubnagar,AndhraPradesh,77.99613599999998,16.783075
144653,-6.306966397281017e+18,M,37,M32-38,Samsung,Galaxy Note 2,2593386.0,2016-05-07 18:53:26,Kukatpalle,AndhraPradesh,78.479968,17.507036999999997
144655,-5.715655610543755e+18,M,28,M27-28,Xiaomi,红米note,711945.0,2016-05-02 16:08:40,Jagtial,AndhraPradesh,78.933151,18.871578
144658,5.694806934171141e+18,M,26,M23-26,Samsung,Galaxy Mega 5.8,214358.0,2016-05-03 23:07:19,Kadiri,AndhraPradesh,78.214466,14.14863
144706,1.5410665335800246e+18,M,21,M22-,Huawei,荣耀畅玩4C,177006.0,2016-05-06 12:55:42,LalbahadurNagar,AndhraPradesh,78.52919,17.470565999999998
144712,-2.346808849936294e+18,F,29,F29-32,Lenovo,N919D,496369.0,2016-05-06 12:45:59,Srikalahasti,AndhraPradesh,79.753058,13.82299
144724,-2.251950372772303e+18,F,28,F27-28,LG,G2,2380902.0,2016-05-01 23:47:57,Dharmavaram,AndhraPradesh,77.792958,14.507175
144725,7.81822481724086e+18,M,29,M29-31,Huawei,荣耀畅玩4C,8718.0,2016-05-03 09:59:03,Visakhapatnam,AndhraPradesh,83.31655699999997,17.815018000000006
144808,-2.966228331204945e+18,F,29,F29-32,Samsung,Galaxy Grand 2,28225.0,2016-05-03 23:15:11,Tanuku,AndhraPradesh,81.767412,16.800514
144976,-6.68348968722709e+18,M,28,M27-28,Samsung,S720,575796.0,2016-05-07 11:56:04,Cuddapah,AndhraPradesh,78.823154,14.536407999999998
145001,-8.867156222908726e+18,M,27,M27-28,Xiaomi,MI 3,373592.0,2016-05-03 11:08:42,Belampalli,AndhraPradesh,79.511049,19.117117
145021,-7.602925348457072e+18,F,31,F29-32,Huawei,荣耀3C畅玩版,388893.0,2016-05-01 22:20:43,Aizawl,Mizoram,92.748196,23.73793
145027,-3.335325187112927e+18,F,35,F33-42,OPPO,R831T,283339.0,2016-05-06 16:00:23,Karnul,AndhraPradesh,78.089347,15.853554
145056,-1.8387947711216506e+17,M,25,M23-26,Xiaomi,MI 3,9766.0,2016-05-07 10:31:32,Visakhapatnam,AndhraPradesh,83.330795,17.803976000000006
145468,-1.7899596632553108e+18,F,27,F27-28,Samsung,Galaxy Note 2,518654.0,2016-05-01 15:52:18,Kallur,AndhraPradesh,77.844974,15.732531
145494,-5.531223995767475e+18,M,21,M22-,Huawei,荣耀3C,24325.0,2016-05-07 19:56:18,Tandur,AndhraPradesh,77.676013,17.314422
145574,-7.104429877073786e+18,F,26,F24-26,vivo,Xperia Z2,38478.0,2016-05-04 09:38:41,Sattenapalle,AndhraPradesh,80.22040700000002,16.48418
145626,5.743218561484454e+18,M,27,M27-28,Xiaomi,红米note增强版,9267.0,2016-05-05 10:36:43,Visakhapatnam,AndhraPradesh,83.347115,17.780882000000005
145992,-6.181531342227108e+18,F,34,F33-42,Xiaomi,红米2A,7309.0,2016-05-03 09:48:58,Visakhapatnam,AndhraPradesh,83.325086,17.750061
146590,8.028036918178145e+17,M,29,M29-31,Xiaomi,MI 3,244040.0,2016-05-07 06:29:41,Belampalli,AndhraPradesh,79.51921999999998,19.096903
146611,-6.143810030263255e+18,M,28,M27-28,Huawei,Ascend G700,978762.0,2016-05-05 05:42:46,Vizianagaram,AndhraPradesh,83.480294,18.191832
146612,-3.846885396767886e+17,M,31,M29-31,vivo,X710L,670122.0,2016-05-02 08:39:33,Bapatla,AndhraPradesh,80.5091,15.998234
146615,-2.5802836242435574e+18,M,23,M23-26,vivo,X5L,22951.0,2016-05-01 20:43:44,Kamareddi,AndhraPradesh,78.43033100000002,18.383692
146638,-7.213902703048163e+18,F,18,F23-,Huawei,荣耀3C,70353.0,2016-05-01 01:07:04,Kukatpalle,AndhraPradesh,78.452704,17.529764
146667,6.990725033440404e+18,M,24,M23-26,Xiaomi,红米note,80517.0,2016-05-07 11:09:47,ChinnaChawk,AndhraPradesh,78.854294,14.483298999999999
146735,3.029694349207973e+18,M,40,M39+,Xiaomi,红米1S,712090.0,2016-05-02 16:54:26,Jagtial,AndhraPradesh,78.95770399999998,18.866809
146740,-6.624303524983518e+18,M,21,M22-,Xiaomi,红米note,6466.0,2016-05-03 08:21:11,Visakhapatnam,AndhraPradesh,83.39750699999998,17.765559
146878,-5.317244894124709e+18,M,24,M23-26,Samsung,Galaxy S2,63026.0,2016-05-06 23:46:24,Nizamabad,AndhraPradesh,78.179711,18.755939
146888,9.080604922929256e+18,F,37,F33-42,OPPO,Find 5,199820.0,2016-05-03 11:34:19,Mahbubnagar,AndhraPradesh,78.058347,16.838326000000002
146891,7.637979900846319e+18,M,39,M39+,Samsung,Galaxy S4,2372631.0,2016-05-05 17:40:49,Pondicherry,Pondicherry,79.92308,12.021058
146893,6.965206462064659e+18,M,28,M27-28,Xiaomi,MI 4,872577.0,2016-05-05 20:37:39,Pondicherry,Pondicherry,79.90625299999998,11.976231
146897,-6.281164017093942e+18,M,31,M29-31,HTC,Desire 5088,7756.0,2016-05-05 09:29:06,Visakhapatnam,AndhraPradesh,83.352599,17.784591
146958,3.1402439555572e+18,M,30,M29-31,Xiaomi,小米note,551433.0,2016-05-04 13:27:17,Kapra,AndhraPradesh,78.549768,17.382482999999993
146972,1.3080850316967508e+18,F,34,F33-42, Focus,M310,23690.0,2016-05-04 20:10:13,Rayachoti,AndhraPradesh,78.818634,14.117572
147029,-2.87883379192748e+18,M,35,M32-38,OPPO,N1T,135134.0,2016-05-05 15:37:36,Tura,Meghalaya,90.29571899999999,25.536872
147030,4.39760296401348e+18,F,53,F43+,Samsung,Galaxy Note 2,155224.0,2016-05-05 15:59:42,Palasa,AndhraPradesh,84.499459,18.862456
147035,-7.756027216581114e+18,M,20,M22-,Xiaomi,红米note,7844.0,2016-05-06 09:41:05,Visakhapatnam,AndhraPradesh,83.312242,17.803291
147110,-5.999317351851263e+18,M,43,M39+,vivo,Y22L,1597326.0,2016-05-02 06:00:31,Pondicherry,Pondicherry,79.851923,12.011256
147111,-6.462359604673328e+18,F,25,F24-26,Xiaomi,小米note,115149.0,2016-05-03 19:59:15,Bapatla,AndhraPradesh,80.56142799999998,16.007576
147144,-4.638607729181142e+18,F,27,F27-28,Samsung,A830,25757.0,2016-05-07 21:18:51,Sattenapalle,AndhraPradesh,80.276131,16.415965999999994
